"unique_id","season","team","team_nick","team_name","team_logo_espn","team_color","pass_rate","rush_rate","proe","personnel_11","personnel_12","personnel_13","personnel_21","personnel_22","personnel_other","form_shotgun","form_single","form_iform","form_empty","form_other","adot","to_sticks","pass_left","pass_middle","pass_right","wr_target","te_target","rb_target","run_left","run_right","run_guard","run_tackle","run_end","go_fourth","go_two","rec_gini","rush_gini","personnel_gini","formation_gini","play_clock_used","plays_per_minute","avg_top","no_huddle"
"NO_2024","2024","NO","Saints","New Orleans Saints","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","#D3BC8D","0.6023391812865497","0.39766081871345027","-5.260510866986301","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","8.054545454545455","-1.1581818181818182","0.31272727272727274","0.2636363636363636","0.42363636363636364","0.45873320537428025","0.2802303262955854","0.26103646833013433","0.4649350649350649","0.535064935064935","0.2935064935064935","0.2779220779220779","0.42857142857142855","0.20610687022900764","0.10810810810810811","0.5531108961960026","0.8052115583075335","","","40.0","","28:02","0.09844054580896686"
"NYG_2024","2024","NYG","Giants","New York Giants","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","#0B2265","0.6365366317792579","0.36346336822074216","-3.541106690249042","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","6.8583617747440275","-2.136518771331058","0.40102389078498296","0.2235494880546075","0.37542662116040953","0.725","0.11428571428571428","0.16071428571428573","0.506578947368421","0.4934210526315789","0.4473684210526316","0.3157894736842105","0.23684210526315788","0.2642857142857143","0.23333333333333334","0.7916666666666666","0.8511986773215762","","","40.0","","29:58","0.13225499524262607"
"NYJ_2024","2024","NYJ","Jets","New York Jets","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","#003F2D","0.6617357001972387","0.33826429980276135","2.3811096709054724","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","6.785831960461285","-1.700164744645799","0.3657331136738056","0.20922570016474465","0.42504118616144976","0.622895622895623","0.1835016835016835","0.1936026936026936","0.4748201438848921","0.5251798561151079","0.2446043165467626","0.38848920863309355","0.3669064748201439","0.20869565217391303","0.225","0.743421052631579","0.8856835967469694","","","40.0","","28:56","0.08382642998027613"
"OAK_2024","2024","OAK","Raiders","Las Vegas Raiders","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","#000000","0.6669829222011385","0.33301707779886147","-0.9468682681601523","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","7.071428571428571","-1.6587301587301588","0.38571428571428573","0.2111111111111111","0.4031746031746032","0.4772344013490725","0.33389544688026984","0.18887015177065766","0.5291666666666667","0.4708333333333333","0.475","0.2625","0.2625","0.1937984496124031","0.16666666666666666","0.7288851351351351","0.7578347578347578","","","40.0","","29:12","0.1110056925996205"
"PHI_2024","2024","PHI","Eagles","Philadelphia Eagles","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","#004C54","0.48947849954254347","0.5105215004574566","-8.784896396228152","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","7.794183445190156","-1.0760626398210291","0.4563758389261745","0.14093959731543623","0.40268456375838924","0.6267942583732058","0.20813397129186603","0.16507177033492823","0.48660714285714285","0.5133928571428571","0.40625","0.3013392857142857","0.2924107142857143","0.23076923076923078","0.1111111111111111","0.7163078149920256","0.8702131673269194","","","40.0","","31:59","0.24977127172918573"
"PIT_2024","2024","PIT","Steelers","Pittsburgh Steelers","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","#000000","0.549718574108818","0.450281425891182","-6.380803945206766","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","7.957661290322581","-1.282258064516129","0.4435483870967742","0.16532258064516128","0.3911290322580645","0.49567099567099565","0.2662337662337662","0.23809523809523808","0.5319148936170213","0.46808510638297873","0.3640661938534279","0.3617021276595745","0.27423167848699764","0.14285714285714285","0.05405405405405406","0.698731884057971","0.8543859649122807","","","40.0","","30:44","0.23452157598499063"
"SEA_2024","2024","SEA","Seahawks","Seattle Seahawks","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","#002244","0.6611001964636543","0.3388998035363458","1.7402543624729063","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","6.964467005076142","-2.4619289340101522","0.34686971235194586","0.24873096446700507","0.40439932318104904","0.6083916083916084","0.1993006993006993","0.19230769230769232","0.5641025641025641","0.4358974358974359","0.45054945054945056","0.23443223443223443","0.315018315018315","0.15702479338842976","0.06976744186046512","0.7377709431751611","0.8546147978642258","","","40.0","","29:02","0.21611001964636542"
"SF_2024","2024","SF","49ers","San Francisco 49ers","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","#AA0000","0.6035502958579881","0.39644970414201186","-2.181579628379447","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","8.59392789373814","-0.40037950664136623","0.3946869070208729","0.269449715370019","0.33586337760910817","0.6089494163424124","0.2140077821011673","0.17704280155642024","0.556923076923077","0.4430769230769231","0.2923076923076923","0.3076923076923077","0.4","0.15384615384615385","0.047619047619047616","0.6929012345679012","0.7714061272584446","","","40.0","","30:25","0.029585798816568046"
"TB_2024","2024","TB","Buccaneers","Tampa Bay Buccaneers","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","#A71930","0.6042435424354243","0.39575645756457567","-0.17402024298797394","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","6.96140350877193","-2.0526315789473686","0.356140350877193","0.21403508771929824","0.4298245614035088","0.5946902654867257","0.18938053097345134","0.215929203539823","0.5236842105263158","0.4763157894736842","0.32894736842105265","0.33157894736842103","0.3394736842105263","0.14893617021276595","0.05084745762711865","0.6704410894020131","0.857072751809594","","","40.0","","32:20","0.055350553505535055"
"TEN_2024","2024","TEN","Titans","Tennessee Titans","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","#002244","0.5970873786407767","0.4029126213592233","-6.956898356520468","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","8.113851992409867","-1.2277039848197344","0.40037950664136623","0.22011385199240988","0.3795066413662239","0.555992141453831","0.25736738703339884","0.18664047151277013","0.5451612903225806","0.45483870967741935","0.3161290322580645","0.3032258064516129","0.38064516129032255","0.18699186991869918","0.125","0.69189677843524","0.8634115409004439","","","40.0","","30:52","0.07475728155339806"
"WAS_2024","2024","WAS","Commanders","Washington Commanders","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","#5A1414","0.5976168652612283","0.40238313473877174","-0.19226748294009213","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","7.649425287356322","-1.3486590038314177","0.31226053639846746","0.26053639846743293","0.4272030651340996","0.6252465483234714","0.21893491124260356","0.15581854043392504","0.43424317617866004","0.56575682382134","0.29280397022332505","0.28287841191067","0.42431761786600497","0.2072072072072072","0.11320754716981132","0.7096560846560847","0.7984654118211245","","","40.0","","30:48","0.6241979835013749"
